V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,label
-4.4874134,4.213728,4.183772,0.36124372,3.1830666,0.31766033,-0.08095481,-2.102672,0.6091274,1.0061009,1.2383603,-1.6536559,-0.06182763,-0.8822822,-0.38842744,-0.36623624,0.090973355,-0.26253924,-0.17649275,非欺诈信息
-3.5773535,1.3418192,2.6130736,-0.835446,4.566362,0.17725757,-0.25227132,-1.1055474,-0.041272394,0.6685728,0.7886168,-0.20835307,-0.0048654345,-0.34406894,-0.23876573,-0.26442045,0.13342774,-0.0046887835,0.032918446,非欺诈信息
-2.4546962,-6.322082,7.2950406,-3.4580085,-0.69334185,-0.7527652,1.938921,-2.2574973,-1.1059515,0.52653295,0.66215706,0.48520118,0.024680816,0.061083194,-0.21001145,-0.014802615,0.20573638,0.02551064,0.31098935,非欺诈信息
-2.2382805,-5.3626227,6.4248405,-1.0247552,-0.4145814,0.430925,2.4708107,-1.9645102,-0.53171396,0.6671453,0.62835026,0.25075257,0.08566992,0.21709915,-0.04118908,-0.27346128,0.09752144,-0.08884488,-0.0075493436,非欺诈信息
-3.252291,-1.3966259,3.823269,-1.5193121,-0.22883885,2.2891724,-1.9481497,-1.9365566,0.36871275,-0.04620795,0.097714305,-0.67872,0.2580764,-0.5019858,-0.08681501,0.06451113,0.1382464,0.24208546,0.069932714,非欺诈信息
0.5779664,-2.7069426,-4.4588995,-2.6121852,1.6484287,0.43988,-0.16007747,-1.8528645,1.200835,0.21273313,-0.6311468,0.99265635,-0.027499145,-0.33010796,-0.065439984,0.47119558,-0.07936774,0.08891337,0.03642251,非欺诈信息
-3.5406332,2.8504694,-0.7257419,-2.1373715,-2.3204691,3.383609,1.5302087,-1.3812282,0.34038824,-0.1304123,-0.047535755,-0.93073434,0.05185637,-0.13410208,0.6139887,-0.53498197,-0.36212623,0.016546078,0.02062702,非欺诈信息
-4.2030663,6.242643,2.8507721,1.842533,1.7555869,0.9283211,1.4596256,-0.36671478,2.675793,-0.6606178,-0.055958644,-1.3561956,0.68612653,1.2308282,-0.06499885,-0.708072,-0.1440572,-0.5717348,0.16606395,非欺诈信息
-3.8618374,4.452006,-1.1324077,1.6591226,-1.8330891,2.0902214,-0.4444342,0.92603725,0.2112466,1.6975987,-0.8524838,0.008688806,0.064547926,0.4315817,0.12848003,0.38965052,-0.41417238,-0.14883506,0.51618516,非欺诈信息
-4.763743,-3.4686155,2.6910617,-1.4118239,0.78666025,2.4695096,-0.36646044,-1.8333514,0.18150975,0.6973759,0.12064615,-0.56284195,0.36940902,0.26017255,0.07394179,0.06223799,0.2002172,-0.059112478,0.076411076,非欺诈信息
-3.6619134,4.462781,-2.0866687,0.69349676,1.6459023,2.8485906,-0.60460675,-1.9796522,1.774449,0.75619775,-0.56656194,-1.1955897,-0.1594032,-0.18804698,-0.38679343,0.012723453,0.5039262,0.24016486,0.1564633,非欺诈信息
-5.3569245,0.06563433,-2.330986,0.62835,-4.4924173,2.0347106,-2.4138196,-1.8966361,-0.64845985,-2.2520037,-0.15944642,-0.47270265,-0.20597324,2.1313775,-0.35577914,0.8436553,-0.2840705,0.28751704,0.85376066,非欺诈信息
-0.6511296,3.8117287,0.101805605,-2.887583,-0.7276747,1.6492436,1.736812,-0.71248215,0.039772168,0.20446666,1.0908865,-2.067021,-0.8726405,-0.6738973,-0.382038,0.12848106,-0.44233805,-0.21977793,-0.122827396,非欺诈信息
-4.346856,2.872664,3.8562744,0.3144987,-0.73307824,2.9248087,-0.4833043,-1.3721035,0.0033231191,-0.1548043,-0.24148417,-1.261859,0.347597,-0.41072762,-0.16487901,-0.30059728,-0.0031538918,-0.04261211,-0.24490128,非欺诈信息
-4.763743,-3.4686155,2.6910617,-1.4118239,0.78666025,2.4695096,-0.36646044,-1.8333514,0.18150975,0.6973759,0.12064615,-0.56284195,0.36940902,0.26017255,0.07394179,0.06223799,0.2002172,-0.059112478,0.076411076,非欺诈信息
-2.7580895,-5.216022,3.227026,-2.8652062,1.0478787,2.4115086,-0.43199915,-1.0003018,-0.45097056,0.7922335,0.36991584,0.026626395,0.290246,-0.17361459,-0.120732054,0.12619978,-0.0606622,-0.124627784,-0.062203817,非欺诈信息
-2.358425,2.713518,-0.49646708,-1.5712799,0.41128394,1.150226,0.34426928,-0.51716226,0.18266734,0.36739033,-0.22043599,-1.3126998,0.024331119,-0.18209782,-0.19175835,0.29182625,-0.18703951,0.12719165,-0.02467307,非欺诈信息
-2.32414,4.565704,-0.87160337,-1.6468383,1.5122728,1.596742,-0.26756558,0.015864838,-0.11432002,1.742858,-0.6902013,-1.0097183,0.17905337,-0.3141091,0.10576674,0.14562528,0.4843309,0.5534351,0.1730482,非欺诈信息
-4.156224,7.372893,1.2067714,-0.25816903,-1.1458119,3.6470797,-2.0215163,-2.6911838,0.9756479,0.22084247,-0.33885765,-1.4876218,0.591867,-0.19110043,-0.46130365,-0.72193813,0.14304227,-0.7448158,-0.24184625,非欺诈信息
0.2508013,6.733556,-1.3856586,-1.0941637,3.7759557,2.056321,-0.18248147,-1.8542868,1.7524647,0.60625327,0.91940373,-0.010036965,0.035191365,-1.0557041,-0.32534888,-0.30315876,0.14521913,0.20569272,-0.1845696,非欺诈信息
-2.8671687,2.7464583,-0.7950268,1.052798,-1.5233381,3.8525875,-1.2591909,1.2052177,0.0017416482,0.9256653,-1.7266791,-0.37415314,0.093675554,0.28629768,-0.07632399,-0.58957106,0.32035416,-0.37169874,0.31265062,非欺诈信息
-2.7478385,1.5425671,0.061461803,-2.910879,-1.1949453,0.7271705,-2.0652306,-1.1628939,1.9387046,0.51904505,0.07237567,-0.03688969,-0.3341581,-0.078745715,-0.6127946,-0.50665075,0.17886016,0.046706155,0.2725344,非欺诈信息
-4.165467,0.075646155,-1.0188897,-0.29942808,-1.1994606,1.1628591,-0.50847435,-0.86590457,-0.15853883,1.8208311,-1.2357422,-1.4177961,-0.049110807,0.4638563,0.478325,0.6407828,0.03238629,0.14449678,0.46647054,非欺诈信息
2.5427198,2.4968193,-3.256137,-5.705095,1.6527287,-0.518075,1.8489946,-1.075401,0.5438067,-0.7107784,-0.8980606,-1.8079377,0.3533123,-1.4538392,0.6370771,0.3176922,-0.36456078,0.5711173,-0.5641923,非欺诈信息
-1.2906032,4.2948437,-0.056128867,-2.4544792,1.5245049,2.8309393,-0.4651855,-3.1107838,1.831134,1.0440873,-0.36555174,-2.0859385,-0.15190765,-1.5648412,-0.29603058,-0.27165198,-0.0692918,0.0038019149,-0.29279867,非欺诈信息
0.28982347,2.4349484,-0.92897135,-3.3053796,-0.35082233,0.9892022,2.0744092,-0.12493013,0.04577411,0.2285661,-0.13514835,-1.7831672,-0.16846299,-0.9207182,-0.7139296,0.3630656,-0.38911185,0.644736,-0.3382355,非欺诈信息
-5.941111,0.71629083,0.78411716,-1.3198593,-1.148778,1.6176099,0.77118075,-0.15210298,0.17417486,1.3174433,-0.4595085,-0.77009815,0.087172724,-0.51962733,-0.5778994,-0.50891113,0.103131615,-0.09588775,0.3016006,非欺诈信息
-5.5521674,2.8878882,-2.2429323,1.183083,-1.174399,0.7180496,0.7053183,-1.5889821,-0.022869663,1.9072752,-1.8273191,-0.7052644,-0.34277803,0.12671153,-0.499827,-0.25702184,0.13050242,0.43827847,0.54141515,非欺诈信息
-1.2031938,1.1980479,-0.56467664,-2.3076072,1.8047609,4.1459413,-5.0500636,-3.4895718,1.9288666,1.7023408,-1.0337131,1.8219461,-1.0580369,-0.13778122,0.30706573,-0.0295916,0.2158506,1.0048177,-0.26093957,非欺诈信息
-3.57068,4.358065,-1.8781351,-1.3308135,-0.83506143,-0.037715755,0.83529043,0.32939777,-0.20818982,1.2465876,-0.6785914,-0.049809877,0.28597057,0.10507799,-0.15998553,0.20232508,0.06925512,-0.29246414,0.15871081,非欺诈信息
-1.2898473,5.060757,-1.407069,-0.39635658,-1.330422,-0.076665945,0.45247722,-1.4833322,1.5308902,0.058917582,-0.30928034,-1.3994229,-0.03217507,-0.22175747,0.18342485,0.0360374,-0.14583123,0.1309349,-0.033395354,非欺诈信息
-0.9484394,0.04862385,-2.3125608,-3.4289794,4.3889,-0.9231748,-1.9544072,-4.1815248,2.3806946,-0.034274306,0.7618748,2.1008995,-0.3772967,0.41697457,0.21833624,-0.007135785,-0.04206516,0.11824244,-0.43088615,非欺诈信息
-2.8080318,-0.77206606,-0.74357426,-1.5541453,2.982553,-0.15729529,-0.8760719,-1.9418714,0.44419357,0.58490086,-0.01716753,1.220011,-0.28977934,0.113032706,-0.3440464,-0.4429312,0.22225016,0.29081145,0.09548564,非欺诈信息
-0.94050866,2.041658,-2.8075607,0.8969837,0.34831285,0.47144312,1.1146979,0.5236903,0.09946846,1.5080032,-2.5481482,-0.026706353,1.0607321,0.8161989,0.15561667,0.7677038,0.07448461,0.2395108,0.2469031,非欺诈信息
0.8439596,-1.6362984,-4.8742104,-0.38217026,-1.4531802,3.1893742,0.025408749,-3.03367,-0.5244947,-1.1643728,-2.440696,0.46310687,0.28488788,0.4404517,-0.24814083,0.96635675,-0.44730496,-0.24351014,0.027594473,非欺诈信息
-3.0615675,0.90954834,-0.8371427,-0.22553617,-0.8344861,2.2205234,-0.6647444,1.0459994,-1.1136516,2.2407982,-1.7886688,-0.2444281,1.0866294,0.92551833,0.41520756,-0.15295118,0.33875546,-0.13398598,0.33540583,非欺诈信息
0.56011873,0.08327938,-2.2673006,-2.534971,1.8551373,0.6946737,-1.0892059,-0.76464945,0.8931664,2.0103192,-0.70138705,-0.13084476,0.3632893,-0.2245071,0.4452846,0.5512748,0.24163917,0.19164646,0.020327546,非欺诈信息
-2.1647537,4.5055685,0.07957639,-1.1090974,0.9082415,3.1019979,-1.1260695,-3.0130637,1.4965969,0.39796823,-0.18680203,-1.004017,-0.13054872,-1.1968962,0.08616062,-0.120371126,0.11478957,-0.17113018,-0.4116358,非欺诈信息
-0.06647947,4.1265163,0.45929125,-0.17904502,6.0887847,0.79927504,-0.09167551,0.11051491,0.9900685,0.9813668,0.17463419,-1.482537,0.3724514,-1.4733199,-0.34477323,0.17933813,0.55648756,0.05469879,-0.4485854,非欺诈信息
-3.213095,6.923712,1.5026453,-1.4555835,1.8718079,0.62476224,-5.8513594,-2.023565,2.8602087,-0.24706264,-0.7822241,-0.040346384,0.18836303,-1.837522,-0.5480626,0.34615678,-0.59348834,0.25731477,0.20828761,非欺诈信息
-6.0513973,-1.4502032,-0.14428858,0.6662828,-2.6120229,1.6767128,-1.1612753,-0.18583544,-0.37831506,0.37802032,-0.4787544,0.2434492,-0.6889709,0.13703471,-0.035696276,0.13769303,0.06333063,-0.037217785,0.8881316,非欺诈信息
-0.65128446,5.2424574,1.8359041,-1.5412087,1.651761,3.7190974,-2.2059486,-2.7526305,0.531272,-0.0032926043,-1.0852759,-1.616847,-0.2660488,-1.7091229,-0.6379688,-0.15163481,-0.20837043,0.1699631,-0.43860462,非欺诈信息
-0.22877072,3.6069212,-2.9938753,-2.8411744,0.48133388,1.4818059,1.55442,0.60641575,-0.4961748,0.118082635,1.0530093,-0.75334126,-0.2872654,-0.4568401,0.20346642,0.14729112,0.12607753,-0.45407584,0.24434687,非欺诈信息
1.1444145,-1.3133117,2.9548783,-0.24731898,1.576781,0.7635888,-1.9811835,-4.8198376,1.307201,-0.52663606,1.2860156,0.4547786,0.033309914,-1.0549463,-0.65605116,0.34857744,0.22084868,-0.2568479,-0.48637635,非欺诈信息
-2.0088763,-1.6288855,2.666421,-1.5749731,-0.69931877,3.959351,-1.2549262,-2.833433,0.5894348,-1.4617643,-0.42616275,-0.12747677,-0.67262465,-0.38367,-0.08751867,-0.13502823,-0.050491165,0.046095233,-0.24048337,非欺诈信息
-0.2724383,5.867428,2.020696,0.19830705,2.9493659,2.126882,0.3746044,-2.0575137,0.6346053,0.092377834,0.50114405,-1.3736227,0.14725055,-1.0197366,-0.38373983,-0.369707,0.38727453,0.091589,-0.4057463,非欺诈信息
-3.3194146,1.7598886,-3.3504663,-1.4149411,-3.3827565,0.6031609,-0.7893715,-0.12586722,0.35067585,1.0904748,-0.75187075,-0.90239215,0.79618186,-0.7964567,1.4304852,-0.051345333,-0.029355336,-0.13186504,-0.48796478,非欺诈信息
-0.7681951,-1.0358173,-2.9774704,-3.8235195,0.057586994,1.101694,0.6290014,-1.6511588,0.7618406,-1.1190388,0.06936369,-0.44182867,-0.78347903,0.39643475,0.72709554,0.19449764,0.19775209,-0.34928754,0.108752675,非欺诈信息
-2.0215926,-3.7523234,5.093782,-1.3454006,-1.0234303,-0.44505107,0.11422042,-0.13341011,-0.81880057,0.31858245,0.08661554,0.6433568,-0.2218001,-0.67854726,-0.2743618,0.35110772,0.0065585817,0.2622095,0.15296206,非欺诈信息
-2.8301952,-3.1578918,2.970006,-2.895112,3.638797,0.34822634,-0.58111006,-3.2429063,1.5531456,0.5865404,0.33728167,0.97479266,-0.16112949,-0.7681558,-0.32768765,0.01613403,-0.24642318,0.21854052,-0.14951459,非欺诈信息
-1.1020936,1.944229,0.056812104,-2.7080896,1.6998131,2.2523296,-2.6693084,-2.0169628,0.96606976,0.06846264,-1.3572682,-1.8635538,0.27622625,-0.6022797,0.26972276,-0.6931697,-0.06436854,-0.32770014,-0.024434814,非欺诈信息
-4.1115646,4.1116815,0.6497248,0.11534612,-1.0687909,2.2220442,0.61979926,0.7238218,0.89269096,1.3675705,-0.18527716,-0.7475082,-0.039356254,-0.48483148,-0.14655347,0.44994804,0.2533667,0.56357586,-0.27139702,非欺诈信息
-5.049823,6.734192,2.0904694,1.1768739,-0.074531324,1.8666879,0.23722927,-1.804715,0.10510503,0.030256016,0.1826236,-2.089018,-0.0423106,0.22733715,0.16098522,-1.1534195,-0.077661246,-0.09434815,-0.10105844,非欺诈信息
-2.5304909,2.0663815,-1.2856116,-2.079143,-0.25504932,-1.151845,0.3610395,2.362837,-0.3823888,1.6373653,-1.0699242,-0.431689,0.035769537,-0.7797705,-0.60590637,0.69031304,0.24723487,0.34749597,0.21103983,非欺诈信息
-0.94456744,2.5382094,-5.565992,-4.304325,-1.7832621,2.6859062,1.0907722,0.38772893,-0.04785385,-1.3360559,-0.35125986,-0.8732813,-2.0746446,-0.60763705,0.073626086,0.80499196,-0.19977938,0.119076766,0.77203447,非欺诈信息
-4.776271,1.8853267,-2.5588908,1.4862185,-1.3181448,1.0540632,0.36422178,0.1834667,0.5309201,0.06908544,-1.8421316,-0.018596856,0.18294658,0.52838874,0.40742147,0.64061123,0.09205901,0.17348824,0.41682607,非欺诈信息
-0.78808916,4.754887,-0.32752517,-0.2185823,-0.012444974,2.497032,1.8766919,-2.9243696,0.6854307,1.6853187,-0.8624252,-1.0572263,-0.98518914,0.10194388,-0.9845176,0.21748844,0.7551452,-0.6181113,-0.5206333,非欺诈信息
-4.6414094,4.775376,1.1875176,0.009430858,-0.7739081,4.1118407,-0.58349335,-2.5556173,-0.034761056,0.45116487,-1.088302,-1.8255302,0.00847491,-1.0053034,-0.33634174,-0.07547468,-0.1769176,-0.08733128,-0.11711836,非欺诈信息
-2.1126459,3.2543793,2.1753035,-0.8461176,0.24037914,4.270487,-0.91245747,-2.552087,0.5559258,0.34799823,-0.24277917,-0.7114114,0.21822783,-0.39148942,-0.082648285,-0.27461547,0.3802956,-0.12289582,-0.47504282,非欺诈信息
-1.4852355,2.7550151,-2.0412478,-2.1695814,1.146613,1.8056197,-3.0457997,-1.494914,2.092411,0.21180075,-0.40704355,-1.1252823,0.22329666,-0.19288138,0.10102911,-0.5151937,0.1389372,-0.010206433,-0.12479841,非欺诈信息
-6.405483,0.2800709,-0.25807667,0.4036065,0.93284786,2.4941413,1.4260883,-1.0472994,-0.49251017,1.6301054,-0.57500124,-1.2890012,0.9087148,0.5885295,-0.34533277,-0.88818073,0.33284542,-0.06207664,-0.055728607,非欺诈信息
-3.7939796,3.6530411,-0.89633304,-1.8721557,-1.3457112,1.8108263,0.9005704,-0.72685206,0.9756161,-0.48752108,0.20679112,-1.0565102,0.3256938,-0.11564378,0.57740766,-0.38629457,-0.25974897,-0.17253259,0.003091334,非欺诈信息
2.3170087,1.9114898,-5.733758,-2.4440053,0.12519935,0.8975809,1.8499331,-0.6859731,0.010616897,-0.3837411,-1.2750714,-0.7572475,0.30428258,0.51649064,0.45659137,0.6835774,0.005895743,0.09301684,0.55789423,非欺诈信息
-0.590207,5.1183605,-0.8497915,-1.4004657,4.8255863,0.3249553,-1.5392741,-3.7805223,3.410878,0.45699146,0.87272495,1.4459782,-0.4330701,-1.4288538,-0.59862304,-0.8675769,0.21238032,0.54465985,0.124971464,非欺诈信息
-1.719731,-0.57952225,-5.1443844,-2.7197225,0.35355094,-0.35909656,-0.2020585,-1.9911537,1.8802272,0.073944524,-0.7535764,0.04247631,-0.006920005,0.13316071,0.7291781,0.22950959,-0.16363148,-0.028214224,0.06458428,非欺诈信息
-2.0602431,0.054958474,-0.59459937,-3.32876,1.2676768,-0.26714453,-1.2029644,-0.31766972,-0.028959062,0.28687954,-0.23685539,-1.289155,-0.4996296,-0.54742604,-0.67689395,0.9845095,0.1158606,0.38660032,-0.14763682,非欺诈信息
-1.9951882,1.9879378,1.7005464,0.32072565,0.40040973,5.6477704,-1.2227448,-3.5202415,0.1876044,-0.04858893,-0.30502793,-1.0764378,-0.033565894,-0.82367444,-0.14178021,-0.26792347,0.40367383,0.10734457,-0.32578236,非欺诈信息
-2.1264267,4.678542,-3.0783951,-0.9776651,-1.734841,-1.2502071,0.118919194,-0.81616455,1.2292498,0.6428438,-1.0626535,-0.4858741,0.54738384,0.50459844,1.1704803,0.40896815,0.41449264,-0.06569013,0.28078675,非欺诈信息
-3.3235273,3.1852314,-1.6219877,-1.4752567,-0.4359881,-0.5394304,0.91780376,-0.23999853,-0.7977508,2.3885531,-0.97190875,0.10823416,-0.5752431,0.5084979,-0.38904253,0.32233724,0.51671994,0.22439928,0.33060437,非欺诈信息
-0.5620733,1.1253886,1.2936658,-0.3663771,3.207749,0.46073085,-2.421462,-0.8087656,-0.66924334,-1.6111288,0.09877837,-1.5620623,0.52639073,1.730473,-0.67141575,0.39059365,-0.103437774,0.50735676,-0.6860697,非欺诈信息
-4.3601336,5.4801326,-0.25801554,-1.656935,-0.73543817,1.534918,0.87996554,-1.190389,-0.07726217,1.0329459,-0.45823655,-1.2781326,-0.23350418,0.07471022,-0.43050262,0.22074959,-0.31787497,-0.10528511,-0.37060982,非欺诈信息
-4.3848243,2.758258,-0.21592835,0.21267234,0.004902548,2.5152705,0.6240532,1.1872232,-0.8687883,2.0246665,-0.44610545,-0.71065855,0.7026945,1.36586,1.0178547,0.00622069,-0.022260014,-0.14950612,0.004006011,非欺诈信息
-2.7571197,4.597409,-0.19984227,0.29300678,-0.019308344,2.4132946,1.1264908,-0.5283378,0.1140805,-1.1803912,-0.585229,-0.55026877,0.45976967,0.22916394,0.19316126,0.16443838,-0.5384169,0.36906567,0.23634213,非欺诈信息
0.7431567,4.845472,-1.2588701,-4.14785,-0.049412034,3.7799947,-0.4349132,-1.2924603,-0.71259636,-0.8092263,1.6735587,-1.427127,-0.6958783,0.23590234,-0.5885838,-0.32166553,0.13982485,-0.41388148,-0.32662952,非欺诈信息
-2.4994266,1.4806945,-1.6663834,-1.7755016,1.3911659,3.6327736,-3.3860652,-3.394996,1.964936,0.662374,-0.6885874,0.93590504,-0.7493059,-0.11089539,-0.08368365,-0.25035775,0.053557944,-0.45573518,0.23175423,非欺诈信息
0.5340845,4.5160117,-0.29364616,-2.5431757,2.6245728,-1.1578344,-0.09096195,-1.0977527,1.2472538,-0.2029535,0.41027886,-0.95027715,-0.42067423,0.01931888,-0.6082015,-0.08681608,0.58041394,0.4213687,-0.4264811,非欺诈信息
-0.16205642,7.6972103,-0.75937945,-2.1386955,0.8596304,1.5616722,-0.19912171,-2.5284634,1.1348859,0.32285547,0.8326667,-0.8830868,-0.45441633,-1.5757425,-0.703708,-0.17497541,0.092646405,-0.16863188,-0.15281938,非欺诈信息
-2.2425637,3.0960085,1.2857257,-1.4822029,-2.0267088,1.6890311,-1.7582059,-2.2704313,1.8059392,0.8387761,-0.7412893,-0.9562132,0.23568629,-0.9178913,-0.95122933,-0.88229674,0.7957553,0.08238135,0.2722662,非欺诈信息
-1.8084905,-1.0016445,3.3015938,-1.4648318,2.3301628,3.291211,-5.082509,-2.8021197,-1.8423672,-1.2247262,0.25682357,-0.0051058307,0.110983,1.3262225,-0.9713166,0.07126919,0.25157422,0.8500232,-0.47516876,非欺诈信息
-1.0263262,2.0385497,0.9671619,-1.2923697,-0.86164564,3.770118,-1.5539562,-1.9691578,0.48036867,-0.99236596,-0.07061042,-0.72204494,-0.58342916,-0.7160157,-0.123591475,-0.043682296,0.5349058,-0.05519186,0.38364476,非欺诈信息
-4.0677714,1.7641592,1.7352076,-1.0766407,0.9156586,0.5220152,1.1072176,-0.0031236387,0.6456778,0.16507372,0.3209397,-0.72872967,0.20953548,-0.36506525,0.07851369,-0.4977479,0.29430348,0.033072457,0.1602318,非欺诈信息
-3.0306602,6.454642,0.34421837,0.7598325,-0.07692636,1.488514,1.9440469,-0.5171998,0.1476848,1.6616578,-0.020857705,-1.8638364,0.1940117,-0.48001868,-0.3717295,-0.35078254,-0.19518715,0.11205861,-0.06175808,非欺诈信息
-0.5166452,5.318354,-2.881641,-0.6569729,3.3213835,1.9535699,-1.877866,-0.6167256,5.1426377,1.6583828,1.2021594,1.1644127,0.4158912,0.7859577,-0.49713165,-0.69797015,0.9946713,0.30272445,0.12935165,非欺诈信息
-3.9044838,6.88744,-0.17129959,-1.4404726,0.7085085,4.913894,-1.5709883,-0.5854676,0.29013282,-0.13364707,1.0967442,-1.114514,-0.43414792,-0.21745154,-0.28926006,0.036901727,0.4358794,-0.36837488,-0.46829194,非欺诈信息
-4.4749484,6.4860697,1.8292823,-1.1046333,-1.1369878,0.05890654,-0.939091,0.027123978,2.448538,1.0907292,0.2735884,-1.0452429,0.45258585,-0.6781755,0.01678845,0.08940007,-0.21028769,-0.19723207,0.15301779,非欺诈信息
-4.1331673,0.48921794,-3.6173685,-0.53140783,-1.5474215,2.3644023,0.46927404,-0.77882874,-0.34095147,-0.29613972,-0.99271584,-0.0638292,-0.3405692,-0.33724236,1.0859098,0.40014523,0.20878567,0.051662713,0.1684273,非欺诈信息
0.41943604,1.1148558,-6.1430817,-0.5717831,1.4247234,0.7183796,1.4152957,1.2537239,-0.6678135,1.892472,-1.7005665,0.09005171,0.5752673,0.3475603,0.11070034,0.38942125,0.3392003,0.11457508,0.25079113,非欺诈信息
-1.5285363,1.1344194,-2.1251938,-2.0677688,1.2855225,-0.14189604,0.8962145,3.1525238,0.18670468,1.2751232,-1.1684054,-1.5084913,0.74387944,-1.0714564,-0.49663126,0.88257277,-0.045845006,0.6069892,-0.10037482,非欺诈信息
-2.6430006,6.399177,0.3381068,1.3150574,-1.9585626,1.7388116,-2.213729,-0.55802536,1.0262153,0.49947345,-1.5344605,0.75125015,0.42863452,0.44178894,0.44528925,0.54378295,0.18571553,0.18224743,0.20995812,非欺诈信息
-5.658882,3.8760943,-4.318866,0.99874383,-1.5612878,2.2146764,-0.8537347,-1.0819614,0.5689047,-0.90408546,-2.0517414,-0.249652,-1.2569774,0.11707598,0.10241131,0.7143691,0.52802444,-0.23990819,1.123905,非欺诈信息
-3.0854678,2.4944506,-3.3589566,1.0964322,5.7983127,2.2521837,1.1627281,-2.9397833,0.19800505,0.8280697,-1.9432913,-1.0043255,-1.0326761,0.64025205,-1.0712537,-0.6510145,0.62552124,-0.16063116,0.34793988,非欺诈信息
-3.2205665,3.0268528,-3.5648396,-0.8504549,-2.1992285,0.9411259,1.558712,-1.7867619,0.65901643,0.7929661,-0.91278434,-0.61218303,-0.49186286,-0.014066315,0.57485634,0.0062619084,0.09908855,0.2203275,-0.041710418,非欺诈信息
-5.594573,8.868555,0.7086876,1.1778913,-0.21292928,1.2072805,1.3769295,0.22837028,2.5000699,0.6554376,0.17753014,-2.4836605,-0.0663254,-0.34249732,-0.5016181,-0.32529697,0.077429354,0.47540691,0.07988238,非欺诈信息
-0.22424431,2.9466112,-0.084417045,1.9769919,3.4891832,0.19276829,0.9531673,-1.6332148,2.9994574,2.367015,0.88210976,1.4080013,0.6540166,0.2312839,-0.7565532,0.05483445,0.14335829,-0.07841288,-0.36400276,非欺诈信息
-1.8234984,3.5396008,-1.1042988,-2.4597173,1.1276125,-0.66266006,-1.3502948,-1.5608639,0.22186355,0.740737,-1.6003878,-0.93653524,0.08715673,-0.6391338,-0.6298669,0.27273205,-0.5222942,0.4917765,0.13487546,非欺诈信息
